source	name	host	bias	factuality	country	detail
resourcegovernance.org	natural resource governance institute	https://www.resourcegovernance.org	left-center	high	united states	https://mediabiasfactcheck.com/natural-resource-governance-institute/
nrdc.org	natural resources defense council	https://www.nrdc.org	left	mostly factual	united states	https://mediabiasfactcheck.com/natural-resources-defense-council/
naturalsociety.com	natural society	https://naturalsociety.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/natural-society/
naturalcures.com	naturalcures.com	https://naturalcures.com	conspiracy-pseudoscience	mixed	united kingdom	https://mediabiasfactcheck.com/natural-cures/
naturallysavvy.com	naturally savvy	https://naturallysavvy.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/naturally-savvy/
nature.com	nature	https://www.nature.com	pro-science	very high	united kingdom	https://mediabiasfactcheck.com/nature/
nature.org	nature conservancy	https://www.nature.org	left-center	high	united states	https://mediabiasfactcheck.com/nature-conservancy/
nautil.us	nautilus magazine	https://nautil.us	pro-science	high	united states	https://mediabiasfactcheck.com/nautilus-magazine/
navytimes.com	navy times	https://navytimes.com	least biased	high	united states	https://mediabiasfactcheck.com/navy-times/
nbcnews.com	nbc news	https://www.nbcnews.com	left-center	high	united states	https://mediabiasfactcheck.com/nbc-news/
nbc.com.co	nbc.com.co	https://nbc.com.co	questionable sources	very low	united states	https://mediabiasfactcheck.com/nbc-com-co/
nbcnewyork.com	nbcnewyork.com	https://nbcnewyork.com	left-center	high	united states	https://mediabiasfactcheck.com/nbcnewyork-com/
ncpolicywatch.com	nc policy watch	https://www.ncpolicywatch.com	left-center	high	united states	https://mediabiasfactcheck.com/nc-policy-watch/
ndtv.com	ndtv	https://www.ndtv.com	left-center	mixed	india	https://mediabiasfactcheck.com/ndtv/
needtoknow.news	need to know	https://needtoknow.news	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/need-to-know/
theneed2know.com	need2know	https://theneed2know.com	least biased	high	united states	https://mediabiasfactcheck.com/need-2-know/
neonnettle.com	neon nettle	https://neonnettle.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/neon-nettle/
nos.nl	netherlands radio and television association	https://nos.nl	right-center	high	netherlands	https://mediabiasfactcheck.com/netherlands-radio-and-television-association-nos/
neurosciencenews.com	neuroscience news	https://neurosciencenews.com	pro-science	high	united states	https://mediabiasfactcheck.com/neuroscience-news/
ncscooper.com	nevada county scooper	https://www.ncscooper.com	satire		united states	https://mediabiasfactcheck.com/nevada-county-scooper/
neverrepublican.com	neverrepublican.com	https://www.neverrepublican.com	questionable sources	low	united states	https://mediabiasfactcheck.com/neverrepublican-com/
nevo.news	nevo news	https://nevo.news	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/nevo-news/
newamerica.org	new america	https://www.newamerica.org	left-center	high	united states	https://mediabiasfactcheck.com/new-america/
newamericannews.com	new american news	https://newamericannews.com	conspiracy-pseudoscience	mixed	united states	https://mediabiasfactcheck.com/new-american-news/
newatlas.com	new atlas	https://newatlas.com	pro-science	high	united states	https://mediabiasfactcheck.com/new-atlas/
newbernsj.com	new bern sun journal	https://newbernsj.com	least biased	high	united states	https://mediabiasfactcheck.com/new-bern-sun-journal/
newbostonpost.com	new boston post	https://newbostonpost.com	right	mixed	united states	https://mediabiasfactcheck.com/new-boston-post/
newcenturytimes.com	new century times	https://newcenturytimes.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/new-century-times/
necn.com	new england cable news (necn)	https://www.necn.com	left-center	high	united states	https://mediabiasfactcheck.com/new-england-cable-news-necn/
theness.com	new england skeptical society	https://www.theness.com	pro-science	high	united states	https://mediabiasfactcheck.com/new-england-skeptical-society/
neweurope.eu	new europe	https://www.neweurope.eu	left-center	high	belgium	https://mediabiasfactcheck.com/new-europe/
nhregister.com	new haven register	https://nhregister.com	left-center	high	united states	https://mediabiasfactcheck.com/new-haven-register/
newhumanist.org.uk	new humanist	https://newhumanist.org.uk	pro-science	high	united kingdom	https://mediabiasfactcheck.com/new-humanist/
newint.org	new internationalist	https://newint.org	left	high	united kingdom	https://mediabiasfactcheck.com/new-internationalist/
newleftreview.org	new left review	https://newleftreview.org	left	high	united kingdom	https://mediabiasfactcheck.com/new-left-review/
newmatilda.com	new matilda	https://newmatilda.com	left-center	high	australia	https://mediabiasfactcheck.com/new-matilda/
newmoderate.com	new moderate	https://newmoderate.com	left-center	high	united states	https://mediabiasfactcheck.com/new-moderate/
newnation.org	new nation news	https://www.newnation.org	questionable sources	very low	united states	https://mediabiasfactcheck.com/new-nation-news/
newpol.org	new politics magazine	https://newpol.org	left	mostly factual	united states	https://mediabiasfactcheck.com/new-politics-magazine/
newpoliticstoday.com	new politics today	https://www.newpoliticstoday.com	questionable sources	low	united states	https://mediabiasfactcheck.com/new-politics-today/
newrepublic.com	new republic	https://newrepublic.com	left	high	united states	https://mediabiasfactcheck.com/new-republic/
newrevolutionnow.org	new revolution now	https://www.newrevolutionnow.org	right	mixed	united states	https://mediabiasfactcheck.com/new-revolution-now/
newromantimes.com	new roman times	https://newromantimes.com	satire		united states	https://mediabiasfactcheck.com/new-roman-times/
newscientist.com	new scientist	https://www.newscientist.com	pro-science	high	united kingdom	https://mediabiasfactcheck.com/new-scientist/
newstatesman.com	new statesman	https://www.newstatesman.com	left	high	united states	https://mediabiasfactcheck.com/new-statesman/
nst.com.my	new straits times	https://nst.com.my	least biased	mostly factual	malaysia	https://mediabiasfactcheck.com/new-straits-times/
amsterdamnews.com	new york amsterdam news	https://amsterdamnews.com	left	high	united states	https://mediabiasfactcheck.com/new-york-amsterdam-news/
nydailynews.com	new york daily news	https://www.nydailynews.com	left-center	mixed	united states	https://mediabiasfactcheck.com/new-york-daily-news/
nymag.com	new york magazine	https://nymag.com	left	high	united states	https://mediabiasfactcheck.com/new-york-magazine/
observer.com	new york observer	https://observer.com	right-center	high	united states	https://mediabiasfactcheck.com/new-york-observer/
nypost.com	new york post	https://nypost.com	right-center	mixed	united states	https://mediabiasfactcheck.com/new-york-post/
nytimes.com	new york times	https://www.nytimes.com	left-center	high	united states	https://mediabiasfactcheck.com/new-york-times/
newyorker.com	new yorker	https://www.newyorker.com	left	high	united states	https://mediabiasfactcheck.com/new-yorker/
nzherald.co.nz	new zealand herald	https://www.nzherald.co.nz	least biased	high	new zealand	https://mediabiasfactcheck.com/new-zealand-herald/
newsandguts.com/	news and guts	https://www.newsandguts.com/	left-center	mostly factual	united states	https://mediabiasfactcheck.com/news-and-guts/
newsandnews.com	news and news	https://newsandnews.com	least biased	mostly factual	united states	https://mediabiasfactcheck.com/news-and-news/
newsandstoriesfromusa.com	news and stories from usa	https://newsandstoriesfromusa.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/news-stories-usa/
newsbiscuit.com	news biscuit	https://www.newsbiscuit.com	satire			https://mediabiasfactcheck.com/news-biscuit/
newsblaze.com	news blaze	https://newsblaze.com	questionable sources	mixed	australia	https://mediabiasfactcheck.com/news-blaze/
kfor.com	news channel 4 (kfor.com)	https://kfor.com	least biased	high	united states	https://mediabiasfactcheck.com/news-channel-4-kfor-com/
newsconservative.com	news conservative	https://newsconservative.com	questionable sources	very low	unknown or invalid region	https://mediabiasfactcheck.com/news-conservative/
newscorpse.com	news corpse	https://newscorpse.com	left	mixed	united states	https://mediabiasfactcheck.com/news-corpse/
newsdeeply.com	news deeply	https://www.newsdeeply.com	left-center	high	united states	https://mediabiasfactcheck.com/news-deeply/
newsfeedhunter.com	news feed hunter	https://newsfeedhunter.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/news-feed-hunter/
newsheist.com	news heist	https://newsheist.com	right-center	mixed	united states	https://mediabiasfactcheck.com/news-heist/
newshounds.us	news hounds	https://www.newshounds.us	left	mixed	united states	https://mediabiasfactcheck.com/newshounds/
newsinsideout.com	news inside out	https://newsinsideout.com	conspiracy-pseudoscience	mixed	united kingdom	https://mediabiasfactcheck.com/newsinsideout-com/
newslookup.com	news lookup	https://www.newslookup.com	least biased	very high	united states	https://mediabiasfactcheck.com/news-lookup/
newsmutiny.com	news mutiny	https://newsmutiny.com	satire		unknown or invalid region	https://mediabiasfactcheck.com/news-mutiny/
newsprocession.com	news procession	https://newsprocession.com	questionable sources	mixed	unknown or invalid region	https://mediabiasfactcheck.com/news-procession/
newspunch.com	news punch	https://newspunch.com	questionable sources	very low	united states	https://mediabiasfactcheck.com/news-punch/
newsrescue.com	news rescue	https://newsrescue.com	right-center	high	united states	https://mediabiasfactcheck.com/news-rescue/
newstarget.com	news target	https://www.newstarget.com	conspiracy-pseudoscience	low	united states	https://mediabiasfactcheck.com/news-target/
newsthump.com	news thump	https://newsthump.com	satire			https://mediabiasfactcheck.com/news-thump/
newsuptoday.com	news up today	https://newsuptoday.com	questionable sources	low	china	https://mediabiasfactcheck.com/news-up-today/
newswithviews.com	news with views	https://www.newswithviews.com	questionable sources	low		https://mediabiasfactcheck.com/news-with-views/
news-gazette.com	news-gazette	https://www.news-gazette.com	right-center	high	united states	https://mediabiasfactcheck.com/news-gazette/
news.com.au	news.com.au	https://www.news.com.au	right-center	mostly factual	australia	https://mediabiasfactcheck.com/news-com-au/
news24.com	news24 (south africa)	https://www.news24.com	least biased	high	south africa	https://mediabiasfactcheck.com/news24-south-africa/
newsammo.com	newsammo	https://newsammo.com	questionable sources	mixed	united states	https://mediabiasfactcheck.com/newsammo/
newsbreakshere.com	newsbreakshere	https://newsbreakshere.com	questionable sources	low	unknown or invalid region	https://mediabiasfactcheck.com/newsbreakshere/
newsbud.com	newsbud	https://www.newsbud.com	conspiracy-pseudoscience	mixed	unknown or invalid region	https://mediabiasfactcheck.com/newsbud/
newsbusters.org	newsbusters	https://www.newsbusters.org	right	mixed	united states	https://mediabiasfactcheck.com/newsbusters/
newsday.com	newsday	https://www.newsday.com	left-center	high	united states	https://mediabiasfactcheck.com/newsday/
newsela.com	newsela	https://newsela.com	least biased	high	united states	https://mediabiasfactcheck.com/newsela/
newser.com	newser	https://www.newser.com	left-center	high	united states	https://mediabiasfactcheck.com/newser/
newsgru.com	newsgru	https://newsgru.com	left-center	mixed	united states	https://mediabiasfactcheck.com/newsgru/
newsguardtech.com	newsguard	https://www.newsguardtech.com	least biased	high	united states	https://mediabiasfactcheck.com/newsguard/
